CUSTOMER_ID,PRODUCT_ID,Semana,probabilidad_compra
33116.0,187.0,27,0.48
33116.0,189.0,27,0.48
33116.0,190.0,27,0.48
33116.0,190.0,27,0.48
33116.0,190.0,27,0.48
33116.0,191.0,27,0.48
33116.0,193.0,27,0.49
33116.0,196.0,27,0.51
33116.0,196.0,27,0.51
33116.0,2.0,27,0.23
33116.0,2.0,27,0.23
33116.0,20.0,27,0.59
33116.0,20.0,27,0.59
33116.0,204.0,27,0.5
33116.0,206.0,27,0.48
33116.0,206.0,27,0.48
33116.0,207.0,27,0.48
33116.0,207.0,27,0.48
33116.0,208.0,27,0.48
33116.0,209.0,27,0.48
33116.0,209.0,27,0.48
33116.0,21.0,27,0.59
33116.0,211.0,27,0.48
33116.0,211.0,27,0.48
33116.0,211.0,27,0.48
33116.0,214.0,27,0.47
33116.0,214.0,27,0.47
33116.0,22.0,27,0.55
33116.0,22.0,27,0.55
33116.0,223.0,27,0.52
33116.0,224.0,27,0.51
33116.0,226.0,27,0.51
33116.0,23.0,27,0.57
33116.0,238.0,27,0.48
33116.0,240.0,27,0.49
33116.0,240.0,27,0.49
33116.0,240.0,27,0.49
33116.0,241.0,27,0.48
33116.0,242.0,27,0.49
33116.0,242.0,27,0.49
33116.0,243.0,27,0.49
33116.0,243.0,27,0.49
33116.0,244.0,27,0.49
33116.0,244.0,27,0.49
33116.0,252.0,27,0.5
33116.0,262.0,27,0.5
33116.0,262.0,27,0.5
33116.0,263.0,27,0.51
33116.0,263.0,27,0.51
33116.0,272.0,27,0.54
33116.0,273.0,27,0.54
33116.0,274.0,27,0.54
33116.0,283.0,27,0.46
33116.0,285.0,27,0.45
33116.0,285.0,27,0.45
33116.0,285.0,27,0.45
33116.0,285.0,27,0.45
33116.0,286.0,27,0.44
33116.0,289.0,27,0.45
33116.0,291.0,27,0.45
33116.0,292.0,27,0.45
33116.0,293.0,27,0.45
33116.0,296.0,27,0.5
33116.0,3.0,27,0.27
33116.0,3.0,27,0.27
33116.0,3.0,27,0.27
33116.0,30.0,27,0.55
33116.0,30.0,27,0.55
33116.0,303.0,27,0.46
33116.0,303.0,27,0.46
33116.0,304.0,27,0.46
33116.0,304.0,27,0.46
33116.0,304.0,27,0.46
33116.0,305.0,27,0.46
33116.0,313.0,27,0.49
33116.0,313.0,27,0.49
33116.0,314.0,27,0.49
33116.0,316.0,27,0.51
33116.0,316.0,27,0.51
33116.0,319.0,27,0.5
33116.0,319.0,27,0.5
33116.0,32.0,27,0.54
33116.0,32.0,27,0.54
33116.0,32.0,27,0.54
33116.0,322.0,27,0.49
33116.0,338.0,27,0.5
33116.0,339.0,27,0.5
33116.0,339.0,27,0.5
33116.0,339.0,27,0.5
33116.0,342.0,27,0.51
33116.0,35.0,27,0.55
33116.0,35.0,27,0.55
33116.0,354.0,27,0.54
33116.0,358.0,27,0.54
33116.0,359.0,27,0.55
33116.0,36.0,27,0.55
33116.0,36.0,27,0.55
33116.0,360.0,27,0.54
33116.0,367.0,27,0.54
33116.0,371.0,27,0.56
33116.0,371.0,27,0.56
33116.0,371.0,27,0.56
33116.0,371.0,27,0.56
33116.0,373.0,27,0.55
33116.0,374.0,27,0.55
33116.0,38.0,27,0.55
33116.0,380.0,27,0.57
33116.0,383.0,27,0.61
33116.0,386.0,27,0.61
33116.0,386.0,27,0.61
33116.0,394.0,27,0.61
33116.0,394.0,27,0.61
33116.0,394.0,27,0.61
33116.0,395.0,27,0.61
33116.0,395.0,27,0.61
33116.0,402.0,27,0.61
33116.0,402.0,27,0.61
33116.0,403.0,27,0.61
33116.0,403.0,27,0.61
33116.0,403.0,27,0.61
33116.0,404.0,27,0.61
33116.0,404.0,27,0.61
33116.0,406.0,27,0.6
33116.0,407.0,27,0.6
33116.0,407.0,27,0.6
33116.0,41.0,27,0.57
33116.0,41.0,27,0.57
33116.0,411.0,27,0.6
33116.0,412.0,27,0.6
33116.0,414.0,27,0.6
33116.0,414.0,27,0.6
33116.0,414.0,27,0.6
33116.0,415.0,27,0.61
33116.0,417.0,27,0.61
33116.0,418.0,27,0.61
33116.0,419.0,27,0.62
33116.0,42.0,27,0.57
33116.0,42.0,27,0.57
33116.0,42.0,27,0.57
33116.0,420.0,27,0.62
33116.0,420.0,27,0.62
33116.0,421.0,27,0.63
33116.0,425.0,27,0.64
33116.0,428.0,27,0.64
33116.0,428.0,27,0.64
33116.0,43.0,27,0.57
33116.0,43.0,27,0.57
33116.0,43.0,27,0.57
33116.0,43.0,27,0.57
33116.0,430.0,27,0.65
33116.0,430.0,27,0.65
33116.0,432.0,27,0.66
33116.0,432.0,27,0.66
33116.0,433.0,27,0.66
33116.0,437.0,27,0.68
33116.0,439.0,27,0.68
33116.0,44.0,27,0.52
33116.0,441.0,27,0.68
33116.0,443.0,27,0.68
33116.0,445.0,27,0.68
33116.0,445.0,27,0.68
33116.0,448.0,27,0.69
33116.0,448.0,27,0.69
33116.0,453.0,27,0.65
33116.0,455.0,27,0.63
33116.0,455.0,27,0.63
33116.0,458.0,27,0.61
33116.0,458.0,27,0.61
33116.0,459.0,27,0.61
33116.0,459.0,27,0.61
33116.0,459.0,27,0.61
33116.0,460.0,27,0.61
33116.0,461.0,27,0.61
33116.0,461.0,27,0.61
33116.0,462.0,27,0.61
33116.0,463.0,27,0.61
33116.0,463.0,27,0.61
33116.0,465.0,27,0.59
33116.0,466.0,27,0.58
33116.0,468.0,27,0.59
33116.0,471.0,27,0.58
33116.0,473.0,27,0.57
33116.0,478.0,27,0.58
33116.0,478.0,27,0.58
33116.0,482.0,27,0.58
33116.0,482.0,27,0.58
33116.0,482.0,27,0.58
33116.0,482.0,27,0.58
33116.0,488.0,27,0.54
33116.0,493.0,27,0.53
33116.0,5.0,27,0.27
33116.0,5.0,27,0.27
33116.0,501.0,27,0.49
33116.0,501.0,27,0.49
33116.0,501.0,27,0.49
33116.0,502.0,27,0.49
33116.0,507.0,27,0.5
33116.0,507.0,27,0.5
33116.0,507.0,27,0.5
33116.0,511.0,27,0.47
33116.0,512.0,27,0.47
33116.0,517.0,27,0.47
33116.0,518.0,27,0.48
33116.0,52.0,27,0.54
33116.0,52.0,27,0.54
33116.0,535.0,27,0.48
33116.0,535.0,27,0.48
33116.0,542.0,27,0.48
33116.0,545.0,27,0.48
33116.0,547.0,27,0.47
33116.0,547.0,27,0.47
33116.0,547.0,27,0.47
33116.0,55.0,27,0.49
33116.0,55.0,27,0.49
33116.0,55.0,27,0.49
33116.0,552.0,27,0.47
33116.0,552.0,27,0.47
33116.0,554.0,27,0.44
33116.0,554.0,27,0.44
33116.0,555.0,27,0.44
33116.0,555.0,27,0.44
33116.0,556.0,27,0.43
33116.0,558.0,27,0.43
33116.0,56.0,27,0.49
33116.0,56.0,27,0.49
33116.0,564.0,27,0.44
33116.0,569.0,27,0.44
33116.0,57.0,27,0.47
33116.0,57.0,27,0.47
33116.0,57.0,27,0.47
33116.0,572.0,27,0.44
33116.0,572.0,27,0.44
33116.0,572.0,27,0.44
33116.0,573.0,27,0.44
33116.0,573.0,27,0.44
33116.0,574.0,27,0.45
33116.0,577.0,27,0.49
33116.0,579.0,27,0.5
33116.0,579.0,27,0.5
33116.0,58.0,27,0.47
33116.0,58.0,27,0.47
33116.0,582.0,27,0.5
33116.0,584.0,27,0.5
33116.0,589.0,27,0.5
33116.0,59.0,27,0.47
33116.0,59.0,27,0.47
33116.0,59.0,27,0.47
33116.0,595.0,27,0.49
33116.0,595.0,27,0.49
33116.0,607.0,27,0.53
33116.0,61.0,27,0.46
33116.0,61.0,27,0.46
33116.0,61.0,27,0.46
33116.0,61.0,27,0.46
33116.0,610.0,27,0.52
33116.0,612.0,27,0.52
33116.0,613.0,27,0.5
33116.0,614.0,27,0.5
33116.0,616.0,27,0.5
33116.0,616.0,27,0.5
33116.0,616.0,27,0.5
33116.0,618.0,27,0.5
33116.0,62.0,27,0.46
33116.0,62.0,27,0.46
33116.0,620.0,27,0.5
33116.0,623.0,27,0.46
33116.0,623.0,27,0.46
33116.0,623.0,27,0.46
33116.0,626.0,27,0.46
33116.0,629.0,27,0.46
33116.0,629.0,27,0.46
33116.0,63.0,27,0.46
33116.0,63.0,27,0.46
33116.0,631.0,27,0.46
33116.0,637.0,27,0.46
33116.0,648.0,27,0.47
33116.0,650.0,27,0.46
33116.0,650.0,27,0.46
33116.0,657.0,27,0.4
33116.0,662.0,27,0.4
33116.0,663.0,27,0.39
33116.0,670.0,27,0.37
33116.0,674.0,27,0.36
33116.0,676.0,27,0.37
33116.0,69.0,27,0.5
33116.0,695.0,27,0.35
33116.0,695.0,27,0.35
33116.0,695.0,27,0.35
33116.0,70.0,27,0.51
33116.0,70.0,27,0.51
33116.0,700.0,27,0.35
33116.0,700.0,27,0.35
33116.0,702.0,27,0.36
33116.0,702.0,27,0.36
33116.0,702.0,27,0.36
33116.0,705.0,27,0.36
33116.0,708.0,27,0.37
33116.0,714.0,27,0.38
33116.0,717.0,27,0.38
33116.0,724.0,27,0.45
33116.0,726.0,27,0.46
33116.0,728.0,27,0.46
33116.0,728.0,27,0.46
33116.0,728.0,27,0.46
33116.0,731.0,27,0.47
33116.0,732.0,27,0.47
33116.0,732.0,27,0.47
33116.0,732.0,27,0.47
33116.0,733.0,27,0.47
33116.0,737.0,27,0.46
33116.0,74.0,27,0.55
33116.0,74.0,27,0.55
33116.0,749.0,27,0.45
33116.0,751.0,27,0.44
33116.0,752.0,27,0.44
33116.0,757.0,27,0.46
33116.0,757.0,27,0.46
33116.0,761.0,27,0.45
33116.0,762.0,27,0.45
33116.0,778.0,27,0.43
33116.0,778.0,27,0.43
33116.0,78.0,27,0.54
33116.0,786.0,27,0.42
33116.0,787.0,27,0.42
33116.0,787.0,27,0.42
33116.0,787.0,27,0.42
33116.0,80.0,27,0.53
33116.0,80.0,27,0.53
33116.0,807.0,27,0.33
33116.0,81.0,27,0.53
33116.0,814.0,27,0.33
33116.0,827.0,27,0.33
33116.0,827.0,27,0.33
33116.0,827.0,27,0.33
33116.0,832.0,27,0.33
33116.0,835.0,27,0.35
33116.0,835.0,27,0.35
33116.0,838.0,27,0.35
33116.0,839.0,27,0.35
33116.0,84.0,27,0.53
33116.0,840.0,27,0.35
33116.0,840.0,27,0.35
33116.0,840.0,27,0.35
33116.0,853.0,27,0.36
33116.0,858.0,27,0.4
33116.0,858.0,27,0.4
33116.0,861.0,27,0.4
33116.0,863.0,27,0.41
33116.0,871.0,27,0.41
33116.0,880.0,27,0.37
33116.0,882.0,27,0.37
33116.0,887.0,27,0.37
33116.0,896.0,27,0.35
33116.0,896.0,27,0.35
33116.0,899.0,27,0.35
33116.0,899.0,27,0.35
33116.0,899.0,27,0.35
33116.0,899.0,27,0.35
33116.0,904.0,27,0.34
33116.0,905.0,27,0.34
33116.0,908.0,27,0.34
33116.0,91.0,27,0.48
33116.0,91.0,27,0.48
33116.0,916.0,27,0.35
33116.0,917.0,27,0.35
33116.0,92.0,27,0.47
33116.0,92.0,27,0.47
33116.0,931.0,27,0.36
33116.0,939.0,27,0.36
33116.0,97.0,27,0.46
33116.0,98.0,27,0.46
33116.0,98.0,27,0.46
33116.0,983.0,27,0.35
33116.0,986.0,27,0.36
33116.0,99.0,27,0.46
33675.0,1.0,27,0.38
33675.0,1.0,27,0.38
33675.0,1.0,27,0.38
33675.0,1.0,27,0.38
33675.0,1002.0,27,0.35
33675.0,1017.0,27,0.36
33675.0,1017.0,27,0.36
33675.0,103.0,27,0.57
33675.0,103.0,27,0.57
33675.0,103.0,27,0.57
33675.0,103.0,27,0.57
33675.0,1038.0,27,0.37
33675.0,1044.0,27,0.37
33675.0,1044.0,27,0.37
33675.0,1044.0,27,0.37
33675.0,1061.0,27,0.38
33675.0,1061.0,27,0.38
33675.0,1064.0,27,0.38
33675.0,1064.0,27,0.38
33675.0,1064.0,27,0.38
33675.0,107.0,27,0.57
33675.0,1076.0,27,0.43
33675.0,1076.0,27,0.43
33675.0,1076.0,27,0.43
33675.0,1076.0,27,0.43
33675.0,108.0,27,0.57
33675.0,1101.0,27,0.44
33675.0,1105.0,27,0.44
33675.0,1105.0,27,0.44
33675.0,1105.0,27,0.44
33675.0,1105.0,27,0.44
33675.0,1109.0,27,0.46
33675.0,1109.0,27,0.46
33675.0,1109.0,27,0.46
33675.0,1109.0,27,0.46
33675.0,1110.0,27,0.46
33675.0,1112.0,27,0.45
33675.0,1112.0,27,0.45
33675.0,1115.0,27,0.45
33675.0,1117.0,27,0.49
33675.0,1117.0,27,0.49
33675.0,1117.0,27,0.49
33675.0,1125.0,27,0.47
33675.0,1125.0,27,0.47
33675.0,1125.0,27,0.47
33675.0,1125.0,27,0.47
33675.0,1126.0,27,0.47
33675.0,1126.0,27,0.47
33675.0,1126.0,27,0.47
33675.0,1129.0,27,0.45
33675.0,113.0,27,0.63
33675.0,113.0,27,0.63
33675.0,113.0,27,0.63
33675.0,1131.0,27,0.46
33675.0,1131.0,27,0.46
33675.0,1139.0,27,0.45
33675.0,1139.0,27,0.45
33675.0,1139.0,27,0.45
33675.0,1140.0,27,0.45
33675.0,1140.0,27,0.45
33675.0,1140.0,27,0.45
33675.0,1140.0,27,0.45
33675.0,1158.0,27,0.46
33675.0,1158.0,27,0.46
33675.0,1162.0,27,0.43
33675.0,1162.0,27,0.43
33675.0,117.0,27,0.63
33675.0,117.0,27,0.63
33675.0,117.0,27,0.63
33675.0,1179.0,27,0.44
33675.0,1179.0,27,0.44
33675.0,1179.0,27,0.44
33675.0,118.0,27,0.62
33675.0,118.0,27,0.62
33675.0,118.0,27,0.62
33675.0,118.0,27,0.62
33675.0,1180.0,27,0.44
33675.0,1180.0,27,0.44
33675.0,1181.0,27,0.44
33675.0,1181.0,27,0.44
33675.0,1181.0,27,0.44
33675.0,1181.0,27,0.44
33675.0,1183.0,27,0.44
33675.0,1186.0,27,0.44
33675.0,1186.0,27,0.44
33675.0,1186.0,27,0.44
33675.0,1186.0,27,0.44
33675.0,1189.0,27,0.44
33675.0,1189.0,27,0.44
33675.0,119.0,27,0.6
33675.0,119.0,27,0.6
33675.0,119.0,27,0.6
33675.0,119.0,27,0.6
33675.0,121.0,27,0.6
33675.0,122.0,27,0.6
33675.0,122.0,27,0.6
33675.0,122.0,27,0.6
33675.0,1230.0,27,0.48
33675.0,1230.0,27,0.48
33675.0,1230.0,27,0.48
33675.0,1230.0,27,0.48
33675.0,1249.0,27,0.46
33675.0,125.0,27,0.59
33675.0,1262.0,27,0.47
33675.0,1262.0,27,0.47
33675.0,1262.0,27,0.47
33675.0,1266.0,27,0.47
33675.0,1267.0,27,0.47
33675.0,1267.0,27,0.47
33675.0,127.0,27,0.58
33675.0,127.0,27,0.58
33675.0,1276.0,27,0.52
33675.0,1278.0,27,0.52
33675.0,1278.0,27,0.52
33675.0,128.0,27,0.58
33675.0,128.0,27,0.58
33675.0,128.0,27,0.58
33675.0,1299.0,27,0.51
33675.0,13.0,27,0.6
33675.0,13.0,27,0.6
33675.0,130.0,27,0.55
33675.0,1300.0,27,0.5
33675.0,131.0,27,0.54
33675.0,131.0,27,0.54
33675.0,131.0,27,0.54
33675.0,132.0,27,0.52
33675.0,132.0,27,0.52
33675.0,132.0,27,0.52
33675.0,133.0,27,0.51
33675.0,133.0,27,0.51
33675.0,1350.0,27,0.54
33675.0,1353.0,27,0.54
33675.0,136.0,27,0.53
33675.0,136.0,27,0.53
33675.0,136.0,27,0.53
33675.0,136.0,27,0.53
33675.0,137.0,27,0.56
33675.0,138.0,27,0.54
33675.0,138.0,27,0.54
33675.0,138.0,27,0.54
33675.0,138.0,27,0.54
33675.0,141.0,27,0.54
33675.0,142.0,27,0.54
33675.0,142.0,27,0.54
33675.0,142.0,27,0.54
33675.0,144.0,27,0.55
33675.0,144.0,27,0.55
33675.0,144.0,27,0.55
33675.0,1449.0,27,0.56
33675.0,145.0,27,0.56
33675.0,145.0,27,0.56
33675.0,145.0,27,0.56
33675.0,1472.0,27,0.51
33675.0,1472.0,27,0.51
33675.0,1473.0,27,0.5
33675.0,1473.0,27,0.5
33675.0,1474.0,27,0.48
33675.0,1474.0,27,0.48
33675.0,1475.0,27,0.48
33675.0,1482.0,27,0.48
33675.0,1482.0,27,0.48
33675.0,15.0,27,0.62
33675.0,15.0,27,0.62
33675.0,15.0,27,0.62
33675.0,150.0,27,0.55
33675.0,150.0,27,0.55
33675.0,150.0,27,0.55
33675.0,150.0,27,0.55
33675.0,152.0,27,0.56
33675.0,158.0,27,0.57
33675.0,158.0,27,0.57
33675.0,158.0,27,0.57
33675.0,158.0,27,0.57
33675.0,16.0,27,0.64
33675.0,16.0,27,0.64
33675.0,16.0,27,0.64
33675.0,161.0,27,0.58
33675.0,161.0,27,0.58
33675.0,161.0,27,0.58
33675.0,161.0,27,0.58
33675.0,162.0,27,0.58
33675.0,162.0,27,0.58
33675.0,162.0,27,0.58
33675.0,162.0,27,0.58
33675.0,164.0,27,0.57
33675.0,164.0,27,0.57
33675.0,164.0,27,0.57
33675.0,165.0,27,0.58
33675.0,165.0,27,0.58
33675.0,165.0,27,0.58
33675.0,167.0,27,0.58
33675.0,167.0,27,0.58
33675.0,167.0,27,0.58
33675.0,167.0,27,0.58
33675.0,169.0,27,0.57
33675.0,171.0,27,0.57
33675.0,172.0,27,0.57
33675.0,173.0,27,0.58
33675.0,173.0,27,0.58
33675.0,173.0,27,0.58
33675.0,173.0,27,0.58
33675.0,174.0,27,0.58
33675.0,174.0,27,0.58
33675.0,174.0,27,0.58
33675.0,174.0,27,0.58
33675.0,175.0,27,0.58
33675.0,175.0,27,0.58
33675.0,176.0,27,0.57
33675.0,176.0,27,0.57
33675.0,176.0,27,0.57
33675.0,176.0,27,0.57
33675.0,178.0,27,0.57
33675.0,178.0,27,0.57
33675.0,178.0,27,0.57
33675.0,179.0,27,0.58
33675.0,179.0,27,0.58
33675.0,179.0,27,0.58
33675.0,179.0,27,0.58
33675.0,180.0,27,0.58
33675.0,180.0,27,0.58
33675.0,180.0,27,0.58
33675.0,180.0,27,0.58
33675.0,182.0,27,0.58
33675.0,184.0,27,0.58
33675.0,186.0,27,0.54
33675.0,186.0,27,0.54
33675.0,186.0,27,0.54
33675.0,187.0,27,0.53
33675.0,187.0,27,0.53
33675.0,187.0,27,0.53
33675.0,188.0,27,0.53
33675.0,188.0,27,0.53
33675.0,189.0,27,0.53
33675.0,189.0,27,0.53
33675.0,189.0,27,0.53
33675.0,189.0,27,0.53
33675.0,19.0,27,0.67
33675.0,19.0,27,0.67
33675.0,19.0,27,0.67
33675.0,190.0,27,0.53
33675.0,190.0,27,0.53
33675.0,190.0,27,0.53
33675.0,190.0,27,0.53
33675.0,191.0,27,0.53
33675.0,191.0,27,0.53
33675.0,191.0,27,0.53
33675.0,193.0,27,0.51
33675.0,193.0,27,0.51
33675.0,193.0,27,0.51
33675.0,193.0,27,0.51
33675.0,196.0,27,0.52
33675.0,196.0,27,0.52
33675.0,196.0,27,0.52
33675.0,2.0,27,0.38
33675.0,2.0,27,0.38
